batting_team,bowling_team,current_over,current_score,wickets_lost,target_over,target_score
KKR,SRH,9,57,3,17,135
KKR,LSG,12,75,2,13,88
RCB,KKR,13,118,6,15,129
CSK,LSG,14,105,1,17,130
RCB,CSK,13,117,3,19,198
CSK,PBKS,15,124,6,18,145
CSK,SRH,5,49,0,7,84
CSK,DC,6,51,3,15,161
DC,SRH,8,78,1,11,127
RR,KKR,5,37,3,9,88
LSG,GT,14,137,4,16,150
RCB,RR,5,44,4,12,97
LSG,CSK,7,54,1,15,152
SRH,RCB,11,71,3,17,121
DC,CSK,7,53,0,10,80
GT,MI,8,70,6,17,130
MI,LSG,12,91,2,13,106
CSK,LSG,14,103,5,15,112
SRH,RCB,9,54,5,10,61
RR,CSK,8,58,3,17,153
MI,KKR,14,137,6,17,168
DC,RR,10,87,3,18,184
LSG,KKR,10,79,6,14,111
GT,SRH,5,45,3,8,67
GT,SRH,15,140,3,19,191
RR,DC,14,110,6,18,146
PBKS,RCB,12,91,9,17,110
CSK,KKR,6,59,3,11,121
DC,KKR,5,49,3,9,98
LSG,RCB,12,112,0,15,149
CSK,MI,6,42,0,12,104
RCB,LSG,7,51,2,20,191
DC,PBKS,12,90,3,19,189
CSK,PBKS,9,88,0,12,115
SRH,RCB,6,39,4,18,182
DC,MI,12,108,6,14,119
MI,KKR,6,47,2,12,110
PBKS,GT,12,113,5,17,165
MI,SRH,10,76,3,19,153
KKR,PBKS,6,50,0,9,88
CSK,PBKS,12,107,1,20,233
SRH,PBKS,7,51,5,11,95
LSG,GT,12,106,1,18,189
SRH,DC,11,79,5,16,121
CSK,MI,7,50,3,13,122
RR,DC,6,51,3,19,197
KKR,RCB,12,78,8,13,84
PBKS,LSG,10,77,3,19,166
PBKS,CSK,6,58,2,7,73
DC,CSK,7,57,3,14,113
GT,CSK,5,34,2,19,212
RR,RCB,10,77,3,14,119
PBKS,DC,15,92,2,20,153
RCB,DC,5,45,0,20,204
GT,MI,12,105,8,18,131
DC,RR,15,112,8,19,143
SRH,MI,11,72,4,17,150
RR,CSK,8,56,4,12,86
MI,GT,11,100,1,12,115
MI,KKR,12,98,8,16,115
CSK,RCB,11,96,5,20,188
GT,RR,5,38,4,10,89
SRH,KKR,6,38,1,11,87
PBKS,DC,10,91,2,19,209
MI,SRH,14,137,0,20,195
MI,RR,5,41,4,8,80
PBKS,KKR,5,41,0,13,146
DC,LSG,14,87,6,17,113
LSG,SRH,6,40,2,17,200
LSG,MI,14,133,4,20,201
MI,SRH,6,56,4,8,72
SRH,CSK,8,68,4,20,172
PBKS,RCB,9,63,4,10,74
PBKS,MI,8,58,0,13,119
RCB,CSK,10,77,0,17,153
RCB,MI,10,90,7,18,159
CSK,GT,15,97,8,18,121
RCB,CSK,15,105,2,20,157
GT,PBKS,7,59,2,20,211
LSG,CSK,12,102,3,13,109
LSG,DC,15,109,9,16,112
CSK,DC,14,119,3,18,153
GT,CSK,15,128,3,16,135
RCB,PBKS,14,126,3,19,171
RR,PBKS,6,58,4,18,192
PBKS,RCB,5,36,3,15,148
SRH,PBKS,7,46,0,19,246
SRH,KKR,7,50,2,11,83
KKR,MI,8,50,0,12,101
CSK,MI,5,34,3,11,86
LSG,CSK,14,88,7,18,111
RCB,PBKS,14,89,0,15,101
MI,SRH,8,72,1,15,152
LSG,CSK,6,54,0,20,264
LSG,KKR,15,144,6,20,179
MI,RR,10,82,4,17,131
PBKS,DC,7,48,2,12,105
GT,KKR,8,67,2,13,118
DC,MI,13,83,8,15,93
MI,RR,13,100,1,20,192
PBKS,KKR,5,39,2,18,229
DC,RCB,6,55,4,19,151
SRH,DC,6,48,1,13,110
SRH,MI,12,92,6,15,121
RR,KKR,13,89,0,20,213
LSG,KKR,9,70,5,11,92
KKR,RR,10,65,8,11,72
PBKS,KKR,15,147,8,19,178
DC,CSK,12,72,0,14,93
RCB,PBKS,8,54,5,20,184
SRH,LSG,6,54,0,8,81
CSK,RCB,5,48,4,20,165
RCB,GT,14,112,5,17,146
RCB,DC,6,58,2,14,176
RCB,SRH,8,59,0,19,240
KKR,LSG,6,48,0,14,143
PBKS,DC,13,113,8,18,136
LSG,MI,9,84,0,16,187
KKR,RR,15,101,3,18,130
DC,RCB,11,90,7,20,142
MI,KKR,11,80,6,13,91
KKR,CSK,9,70,6,16,122
CSK,KKR,15,102,4,17,118
DC,PBKS,8,77,1,14,138
KKR,SRH,13,127,2,14,135
SRH,RR,10,74,6,19,138
GT,RCB,7,62,4,17,184
LSG,SRH,15,112,3,19,154
SRH,RCB,6,39,0,12,131
RCB,KKR,9,76,3,13,126
RCB,SRH,7,68,3,9,90
CSK,MI,14,139,2,16,169
DC,GT,6,43,2,20,175
PBKS,RCB,11,107,6,16,144
RCB,KKR,11,70,2,16,137
RR,CSK,11,81,7,14,105
KKR,RR,11,83,3,18,146
MI,CSK,5,38,3,10,93
RCB,SRH,13,124,5,16,156
GT,MI,15,111,4,16,122
DC,SRH,9,66,4,16,147
SRH,LSG,11,98,2,13,118
LSG,RCB,9,61,5,18,160
KKR,MI,6,58,3,18,226
PBKS,RR,11,100,1,13,129
KKR,DC,5,49,4,14,161
RCB,PBKS,14,93,0,16,111
CSK,RCB,7,59,3,16,137
MI,SRH,7,67,4,20,189
PBKS,RCB,5,48,4,14,149
CSK,MI,15,110,5,20,168
SRH,LSG,9,82,6,11,97
RCB,GT,13,79,9,19,114
SRH,CSK,7,46,3,9,73
SRH,CSK,8,78,1,12,131
LSG,MI,6,40,3,16,148
GT,SRH,11,102,6,19,161
RCB,PBKS,14,118,4,19,159
KKR,RR,13,100,5,18,136
GT,CSK,12,96,3,15,121
RR,GT,13,121,9,14,126
RCB,GT,9,73,0,10,88
RR,LSG,15,147,6,20,183
CSK,RCB,7,57,4,12,91
SRH,LSG,15,130,9,19,149
DC,RCB,7,49,3,20,168
MI,RR,13,116,7,15,127
SRH,CSK,12,92,5,19,148
CSK,RR,7,66,0,10,109
MI,RCB,10,63,6,17,135
MI,SRH,14,127,1,19,199
LSG,PBKS,14,106,9,20,138
RR,CSK,5,37,3,7,59
RR,SRH,7,55,4,20,150
GT,RCB,13,120,3,20,196
RR,PBKS,5,49,4,8,78
GT,RR,12,76,2,19,179
RR,GT,10,70,6,20,164
MI,SRH,7,59,4,14,147
MI,CSK,11,105,5,13,127
RCB,MI,7,61,0,11,111
PBKS,RCB,13,80,3,16,114
RR,MI,14,109,5,16,131
RR,LSG,14,105,4,17,141
SRH,DC,12,87,4,17,120
KKR,PBKS,8,79,6,20,188
RCB,GT,10,85,2,14,124
MI,SRH,6,44,3,10,91
MI,SRH,11,70,0,19,143
DC,MI,9,56,4,14,101
SRH,CSK,14,127,0,17,174
SRH,KKR,11,69,4,12,78
RR,DC,6,42,1,17,155
MI,PBKS,8,66,3,16,143
RCB,DC,8,64,0,12,123
KKR,RR,12,94,3,16,144
DC,CSK,12,105,4,15,128
RR,DC,5,34,4,10,80
PBKS,SRH,9,54,2,11,84
KKR,CSK,11,98,2,18,202
PBKS,SRH,9,70,5,13,109
CSK,RCB,10,86,6,17,150
SRH,CSK,15,128,9,19,148
RCB,KKR,14,109,9,19,138
PBKS,MI,8,55,0,19,233
MI,GT,14,101,3,18,148
RCB,DC,6,39,0,18,201
PBKS,KKR,6,46,3,13,127
RR,LSG,15,112,1,20,173
DC,RR,12,112,2,20,176
MI,CSK,6,55,4,15,169
GT,RR,15,117,2,18,155
MI,PBKS,8,57,2,20,176
GT,LSG,10,82,0,11,93
MI,SRH,5,39,4,16,155
DC,CSK,11,108,1,19,218
PBKS,CSK,5,32,2,14,103
RCB,LSG,13,127,0,19,223
RR,SRH,10,67,4,14,94
SRH,RR,15,143,0,17,171
SRH,PBKS,15,138,4,16,149
DC,SRH,7,62,4,13,123
GT,RCB,6,40,3,13,93
PBKS,SRH,15,147,6,18,170
RCB,RR,12,102,5,14,120
DC,GT,12,89,8,14,100
LSG,PBKS,13,93,4,15,112
KKR,MI,6,53,3,8,81
RR,SRH,11,89,4,14,113
SRH,RR,13,127,3,17,170
DC,PBKS,11,93,7,18,131
GT,PBKS,14,103,8,19,124
LSG,RCB,13,98,8,18,122
RR,KKR,13,123,5,17,165
DC,RCB,15,148,5,18,170
SRH,PBKS,9,69,0,11,94
KKR,RR,15,125,7,19,150
KKR,SRH,15,137,8,17,146
RR,DC,11,93,8,12,100
SRH,CSK,11,78,6,20,144
RR,SRH,8,53,2,17,165
DC,PBKS,5,34,2,19,184
SRH,DC,14,130,9,17,141
SRH,PBKS,14,91,2,19,138
CSK,PBKS,13,81,0,14,97
KKR,SRH,5,49,4,6,59
CSK,MI,7,60,5,14,119
SRH,MI,12,99,1,14,132
KKR,CSK,9,81,1,18,224
RR,MI,11,78,6,16,128
KKR,MI,12,90,0,20,166
DC,RCB,15,109,2,18,144
MI,RCB,13,108,0,18,186
SRH,PBKS,11,66,1,12,74
PBKS,GT,14,112,1,15,124
RR,GT,12,78,9,20,135
LSG,MI,15,124,9,17,135
KKR,CSK,5,39,0,13,132
GT,MI,10,70,3,12,97
PBKS,DC,13,87,0,17,142
RCB,PBKS,9,81,7,19,166
CSK,RR,11,82,2,19,206
CSK,GT,11,104,4,18,173
LSG,SRH,10,85,3,18,155
KKR,LSG,15,101,1,16,116
GT,CSK,7,52,4,19,176
LSG,DC,7,44,1,17,188
RR,KKR,14,99,0,19,161
GT,LSG,9,57,1,20,152
LSG,DC,9,82,1,16,197
GT,LSG,7,60,3,11,95
MI,PBKS,8,66,3,20,209
MI,GT,14,129,7,18,155
SRH,DC,14,113,9,19,142
RR,KKR,15,116,9,19,135
GT,SRH,5,39,4,13,129
GT,LSG,6,49,0,10,94
MI,SRH,13,113,3,18,149
KKR,RCB,13,113,3,16,142
KKR,LSG,9,72,2,10,85
KKR,MI,7,44,0,14,124
RCB,DC,12,98,2,15,124
GT,RR,11,84,6,14,100
KKR,LSG,12,74,2,18,124
KKR,MI,5,32,1,10,94
RCB,MI,8,63,6,18,169
DC,MI,8,75,3,14,151
GT,MI,13,89,7,18,115
LSG,SRH,11,80,7,15,105
DC,MI,12,115,4,20,196
LSG,GT,9,80,7,20,143
SRH,LSG,9,66,4,20,166
KKR,RCB,12,84,4,14,109
PBKS,LSG,12,80,1,14,101
GT,LSG,8,72,5,16,133
RCB,LSG,9,78,7,14,117
RR,PBKS,13,129,4,14,139
GT,MI,5,47,1,19,269
DC,MI,11,82,0,15,148
SRH,MI,5,44,2,15,140
PBKS,RR,11,85,2,19,176
RR,DC,8,76,5,16,135
PBKS,MI,7,47,3,13,96
PBKS,LSG,13,78,5,19,125
KKR,CSK,5,46,0,11,127
PBKS,RCB,12,90,6,16,115
DC,GT,13,111,7,20,153
MI,LSG,7,50,3,13,135
MI,GT,11,102,4,17,161
MI,DC,8,71,3,15,144
RR,SRH,6,40,1,11,95
RCB,RR,9,79,0,20,183
SRH,RR,15,133,8,16,139
RCB,PBKS,11,87,0,16,143
CSK,PBKS,12,77,1,19,140
LSG,RCB,5,49,0,7,67
DC,GT,5,34,3,19,200
DC,PBKS,14,103,8,19,130
GT,MI,11,82,5,18,128
DC,MI,11,106,6,18,175
LSG,SRH,6,41,1,17,163
GT,RCB,5,39,2,6,48
CSK,DC,12,114,6,19,156
GT,LSG,10,62,2,17,160
RCB,PBKS,7,59,4,12,123
LSG,CSK,5,41,0,10,120
LSG,PBKS,13,79,6,18,108
MI,PBKS,14,121,6,17,151
MI,RR,10,92,0,18,231
CSK,PBKS,10,86,1,15,135
KKR,SRH,10,94,3,15,138
SRH,RR,15,113,6,18,134
CSK,PBKS,8,70,4,19,154
RCB,RR,6,49,4,13,99
RCB,CSK,13,78,1,20,192
GT,KKR,15,146,6,20,197
RCB,LSG,6,38,2,10,95
GT,RR,13,110,0,20,183
MI,DC,7,55,4,18,179
RCB,MI,6,48,1,9,86
CSK,RCB,6,49,2,19,217
KKR,MI,9,83,3,18,159
SRH,DC,9,65,5,10,71
MI,SRH,13,119,7,15,132
RCB,LSG,10,81,2,19,176
CSK,RCB,8,54,2,10,83
KKR,CSK,13,108,6,15,119
SRH,RR,8,76,6,13,128
DC,SRH,5,32,2,15,173
PBKS,CSK,10,66,1,14,132
RCB,KKR,8,60,4,12,92
DC,MI,11,107,0,20,237
CSK,MI,5,45,4,13,149
PBKS,RR,10,71,2,13,111
DC,LSG,9,87,5,12,110
RCB,SRH,12,113,0,15,165
GT,KKR,5,47,3,15,180
KKR,MI,13,115,3,16,145
DC,LSG,5,46,0,8,95
CSK,PBKS,5,47,2,16,158
PBKS,KKR,10,89,6,16,138
RR,CSK,10,64,7,11,70
RCB,KKR,11,74,8,18,125
PBKS,MI,5,34,4,12,124
CSK,RCB,7,45,5,19,118
GT,LSG,15,96,6,17,112
LSG,RCB,13,120,2,19,190
KKR,LSG,5,45,1,11,109
CSK,RCB,13,94,6,14,102
KKR,SRH,9,80,3,19,223
CSK,DC,14,96,8,19,136
SRH,DC,7,44,3,9,72
DC,LSG,9,68,4,20,171
MI,RR,7,50,2,19,146
SRH,KKR,15,107,0,20,162
RR,PBKS,12,81,6,14,97
KKR,MI,8,50,3,14,95
RCB,CSK,7,68,4,15,168
RCB,SRH,6,47,0,12,137
GT,LSG,8,68,1,15,181
DC,LSG,15,133,3,20,184
SRH,RCB,11,69,3,20,195
KKR,LSG,10,95,3,15,151
CSK,SRH,12,104,2,19,169
DC,RR,5,48,3,10,119
RR,SRH,9,82,0,10,95
RCB,DC,6,58,1,7,73
LSG,SRH,7,48,5,18,131
PBKS,DC,15,104,9,18,121
CSK,PBKS,15,117,1,16,129
GT,RR,10,62,0,20,186
RR,RCB,6,36,2,8,58
DC,SRH,8,79,1,18,188
GT,SRH,13,120,4,20,190
DC,LSG,11,101,7,13,112
RCB,KKR,10,96,6,18,151
CSK,KKR,7,47,2,12,87
RR,RCB,11,84,6,13,99
GT,KKR,15,97,7,20,143
PBKS,RR,11,94,7,12,99
RCB,GT,9,65,6,19,160
RCB,DC,10,84,3,19,158
GT,PBKS,11,100,4,18,170
RCB,RR,9,67,0,15,165
KKR,GT,8,68,4,14,145
DC,PBKS,6,56,0,17,246
SRH,MI,15,125,8,18,143
RR,KKR,11,102,3,16,141
DC,LSG,7,42,5,20,190
CSK,RCB,7,63,2,19,240
LSG,DC,8,74,3,13,139
SRH,MI,8,55,0,13,141
SRH,DC,13,120,2,18,177
GT,RR,5,46,1,7,67
RR,RCB,7,51,5,13,114
CSK,RR,11,84,5,14,105
KKR,GT,5,42,2,12,136
MI,RCB,5,36,2,16,155
CSK,GT,6,57,3,12,106
SRH,RR,6,45,0,20,290
RCB,DC,9,63,5,17,123
LSG,DC,11,102,5,17,147
PBKS,LSG,15,146,8,18,160
RR,PBKS,8,52,6,14,106
GT,DC,14,108,6,18,130
MI,RR,6,58,2,10,92
GT,LSG,14,94,6,18,133
DC,RCB,7,42,5,11,71
KKR,RCB,9,71,4,19,150
SRH,LSG,12,81,3,17,121
LSG,RCB,11,75,3,15,114
RCB,LSG,12,117,6,19,166
MI,LSG,15,122,2,16,130
MI,GT,9,68,1,17,192
LSG,KKR,14,105,1,17,131
RCB,LSG,12,85,1,16,125
CSK,DC,15,136,0,17,171
MI,LSG,7,59,1,12,107
DC,RR,13,93,1,18,172
DC,KKR,12,107,0,20,222
DC,CSK,8,60,5,9,67
KKR,MI,5,41,2,12,106
GT,SRH,9,82,3,13,117
DC,RR,6,37,4,20,196
PBKS,SRH,5,42,3,9,83
CSK,RCB,7,69,1,9,96
PBKS,GT,9,72,4,19,195
LSG,MI,13,128,2,17,164
LSG,RR,15,129,6,16,137
KKR,MI,15,124,1,19,164
MI,PBKS,10,75,7,12,91
DC,LSG,9,73,0,10,82
GT,RCB,12,115,7,18,159
GT,RR,6,58,1,19,194
KKR,DC,13,83,8,20,116
GT,KKR,12,110,2,16,159
LSG,KKR,8,70,0,11,113
RR,GT,8,62,5,17,140
SRH,RCB,6,45,2,14,117
LSG,CSK,5,39,0,12,114
RCB,DC,6,52,4,19,196
LSG,DC,10,69,7,11,75
GT,LSG,6,45,2,14,108
RCB,RR,10,85,4,16,144
MI,KKR,6,57,3,7,68
KKR,PBKS,14,108,6,16,119
GT,LSG,8,73,4,9,85
RR,RCB,15,110,4,20,157
LSG,RCB,6,39,0,18,251
GT,KKR,8,74,1,14,130
GT,RCB,10,63,6,16,119
LSG,KKR,6,53,4,20,161
MI,CSK,13,86,8,14,92
GT,PBKS,12,80,5,17,139
LSG,CSK,10,84,3,20,161
CSK,DC,14,119,3,15,128
CSK,PBKS,11,76,7,13,90
GT,DC,15,120,5,16,126
KKR,LSG,13,127,5,17,174
LSG,KKR,10,96,8,13,110
RR,CSK,15,114,7,20,148
RR,RCB,10,96,5,17,159
SRH,LSG,10,64,6,17,101
KKR,RCB,14,95,2,20,182
PBKS,MI,15,100,6,20,141
KKR,RR,8,71,5,17,153
RR,MI,10,94,5,18,173
RCB,GT,10,99,6,20,198
CSK,KKR,13,125,4,15,140
PBKS,CSK,8,56,0,14,156
GT,KKR,14,126,2,16,145
SRH,CSK,15,118,2,20,161
KKR,PBKS,12,97,6,19,161
LSG,KKR,12,115,6,18,154
DC,GT,13,104,2,15,121
DC,SRH,8,53,6,19,155
KKR,RR,6,38,2,11,97
PBKS,MI,10,81,0,14,140
CSK,RR,15,117,3,19,154
MI,PBKS,8,63,3,16,147
GT,KKR,5,34,4,20,179
PBKS,MI,9,64,7,12,80
GT,RCB,12,119,4,14,134
GT,DC,9,81,0,11,99
DC,GT,8,79,5,12,124
LSG,MI,5,49,3,6,59
RCB,MI,14,105,7,15,111
MI,RCB,12,117,8,14,126
CSK,KKR,10,91,0,15,161
RR,KKR,9,58,2,20,207
KKR,PBKS,7,68,3,16,147
PBKS,CSK,8,59,4,12,90
RCB,RR,8,48,0,20,230
GT,RR,13,84,6,14,94
LSG,SRH,11,95,2,16,162
GT,RR,5,42,0,18,210
KKR,MI,9,87,7,13,106
KKR,MI,8,60,6,12,82
SRH,LSG,13,108,1,16,151
PBKS,CSK,7,44,4,10,74
RR,DC,10,86,6,18,154
PBKS,LSG,9,71,2,10,85
KKR,CSK,15,121,1,16,130
CSK,RR,11,103,3,15,159
CSK,RR,14,134,6,20,182
SRH,RCB,13,79,9,19,109
SRH,RCB,14,123,4,19,158
RR,GT,13,125,5,19,190
SRH,MI,9,71,5,11,83
MI,DC,9,59,0,20,216
KKR,SRH,14,110,3,18,140
DC,RCB,9,59,6,17,128
MI,LSG,13,120,0,17,166
CSK,RR,12,116,5,16,157
CSK,PBKS,7,67,0,20,230
DC,SRH,15,97,4,20,157
DC,SRH,7,63,3,9,84
DC,SRH,10,79,7,19,147
CSK,LSG,7,66,1,15,159
RR,SRH,11,66,5,20,131
RR,SRH,6,56,3,17,178
RR,LSG,5,39,4,9,75
LSG,PBKS,8,78,0,16,201
DC,PBKS,14,98,7,19,123
KKR,RR,14,119,8,19,160
LSG,PBKS,15,137,6,18,162
LSG,RCB,12,73,4,17,128
MI,LSG,9,55,2,12,96
RR,RCB,11,87,3,13,111
SRH,MI,14,119,4,17,149
LSG,DC,13,89,9,18,124
KKR,PBKS,9,69,2,14,118
RR,PBKS,5,40,2,17,212
MI,RR,15,102,4,18,130
RCB,RR,8,63,6,19,146
KKR,LSG,15,91,2,17,107
RCB,CSK,5,42,2,18,183
LSG,RR,11,106,6,15,142
CSK,DC,7,57,0,15,145
CSK,SRH,9,58,6,14,93
KKR,MI,13,123,1,14,139
MI,RCB,9,66,4,13,115
SRH,KKR,8,52,6,18,109
RCB,MI,15,120,2,20,170
SRH,LSG,9,71,5,14,125
RR,GT,8,66,3,11,101
CSK,RR,9,75,4,12,96
RR,CSK,11,99,7,18,150
SRH,KKR,6,44,2,15,128
KKR,SRH,6,43,3,16,173
DC,GT,12,117,8,17,140
DC,GT,13,94,2,20,190
GT,MI,6,47,4,17,137
KKR,SRH,6,56,0,14,161
RCB,CSK,14,137,5,16,154
GT,KKR,8,48,4,17,139
GT,RR,13,96,1,14,108
KKR,MI,14,119,8,17,132
RCB,DC,15,132,7,18,154
DC,CSK,9,86,1,20,203
MI,KKR,14,117,2,19,186
GT,LSG,12,90,2,19,158
RCB,CSK,15,110,2,18,143
RCB,SRH,9,72,5,17,156
KKR,PBKS,8,49,5,15,132
MI,KKR,9,81,7,11,97
LSG,KKR,7,50,4,12,98
RR,LSG,9,86,0,16,206
RR,LSG,8,55,4,14,95
LSG,MI,10,72,7,13,95
RR,KKR,9,86,5,16,129
GT,RR,14,94,5,19,146
SRH,RR,9,68,1,16,178
RCB,LSG,9,76,3,16,142
KKR,GT,6,49,1,15,131
LSG,GT,13,121,8,16,140
DC,RR,13,111,7,19,144
GT,RR,10,90,6,14,123
DC,MI,7,56,5,10,87
GT,DC,5,46,0,10,97
RCB,GT,11,97,7,12,106
DC,PBKS,5,47,3,12,144
DC,RCB,15,109,0,16,118
CSK,GT,8,54,4,14,99
CSK,PBKS,7,47,4,13,124
LSG,RR,8,76,5,10,92
RCB,SRH,15,138,9,16,143
DC,CSK,9,88,2,11,109
MI,GT,6,53,2,12,138
KKR,PBKS,15,103,2,20,144
CSK,SRH,11,105,0,16,161
LSG,DC,15,102,1,19,136
LSG,SRH,7,69,4,9,87
DC,LSG,5,33,0,6,43
PBKS,CSK,15,146,3,17,161
LSG,MI,10,90,1,11,104
RCB,PBKS,14,94,8,19,132
CSK,RCB,12,84,3,13,96
PBKS,RCB,8,52,1,13,98
SRH,RR,12,113,4,20,217
DC,LSG,12,73,5,16,110
GT,PBKS,7,59,1,12,137
GT,DC,15,127,4,20,171
DC,SRH,7,55,0,18,225
RCB,GT,12,113,7,17,158
PBKS,LSG,14,127,6,15,134
DC,RR,6,59,1,19,194
DC,SRH,15,132,0,17,153
LSG,SRH,7,46,0,15,142
CSK,PBKS,11,79,1,17,162
RCB,CSK,7,53,4,11,98
SRH,LSG,5,31,0,7,59
PBKS,RCB,6,51,3,9,85
LSG,SRH,14,134,1,18,197
SRH,GT,10,90,1,17,199
RR,GT,9,55,1,15,130
MI,GT,11,89,4,18,135
DC,GT,5,45,3,8,74
MI,KKR,11,70,8,17,116
KKR,PBKS,5,33,0,14,184
GT,SRH,7,53,4,15,138
CSK,GT,14,94,1,18,133
SRH,PBKS,14,135,0,19,194
DC,PBKS,7,59,4,18,163
PBKS,MI,8,68,0,12,131
SRH,MI,7,69,3,18,175
DC,GT,10,71,1,11,87
LSG,CSK,7,61,3,11,97
CSK,DC,8,65,4,16,132
LSG,CSK,13,104,0,20,207
LSG,CSK,13,116,4,20,174
KKR,LSG,7,63,5,20,151
SRH,KKR,13,122,7,17,150
DC,RCB,6,45,0,11,110
SRH,RR,7,55,4,16,114
RR,LSG,9,60,4,18,143
LSG,DC,12,115,8,16,132
RCB,KKR,8,67,0,19,192
RR,PBKS,12,105,9,20,134
DC,RR,9,84,0,13,120
MI,RR,6,38,3,7,45
PBKS,GT,7,51,5,9,65
LSG,CSK,9,56,4,16,146
GT,CSK,13,80,6,17,122
CSK,DC,8,63,5,9,74
RCB,PBKS,10,60,4,19,150
CSK,RR,13,96,4,15,122
RCB,CSK,15,105,3,16,116
RR,RCB,14,107,0,17,154
CSK,KKR,8,48,1,10,74
DC,CSK,7,58,4,19,197
CSK,GT,9,54,3,12,78
GT,KKR,11,80,4,15,117
MI,LSG,8,48,5,20,124
RR,RCB,11,95,0,15,139
LSG,PBKS,7,43,1,14,135
RR,RCB,6,45,3,9,77
PBKS,DC,10,71,7,15,115
KKR,SRH,9,73,5,14,103
KKR,LSG,12,107,2,15,147
MI,PBKS,15,103,1,16,119
PBKS,LSG,6,48,3,14,132
RCB,LSG,9,81,3,14,129
DC,KKR,5,45,3,6,56
CSK,LSG,13,114,6,18,145
RCB,PBKS,14,139,8,18,168
DC,MI,11,66,8,15,86
GT,RR,15,131,7,17,142
KKR,CSK,5,41,4,20,220
RR,CSK,15,120,1,16,135
RR,DC,11,101,6,12,110
RCB,MI,11,87,8,12,94
RCB,RR,13,89,7,18,127
DC,RR,6,54,4,10,82
MI,RR,10,96,7,11,104
PBKS,CSK,12,100,0,14,134
GT,SRH,9,89,1,11,113
RR,MI,11,99,2,17,167
KKR,CSK,13,85,7,14,93
GT,RCB,14,119,8,19,145
SRH,RCB,11,106,6,12,112
CSK,SRH,12,99,2,19,202
RCB,SRH,8,55,5,20,176
GT,DC,10,78,4,19,184
MI,PBKS,7,54,2,11,115
DC,SRH,8,79,0,11,121
LSG,DC,14,84,9,15,91
CSK,LSG,13,99,9,19,137
RR,RCB,13,106,3,14,114
KKR,PBKS,15,149,0,17,176
CSK,RCB,7,61,1,12,133
GT,SRH,12,103,0,13,114
KKR,GT,15,118,6,19,155
LSG,KKR,5,33,3,6,42
SRH,DC,6,58,4,13,137
KKR,RCB,13,93,6,15,103
MI,KKR,9,70,2,19,174
KKR,SRH,8,61,0,20,195
CSK,MI,5,39,1,6,55
PBKS,KKR,14,117,2,19,187
KKR,DC,10,92,6,19,182
RCB,LSG,12,103,9,20,149
SRH,LSG,6,58,1,7,70
PBKS,CSK,10,83,7,16,139
DC,SRH,13,107,8,17,126
KKR,RCB,12,85,9,18,127
RCB,RR,7,50,2,9,71
RR,RCB,12,86,1,15,132
RCB,GT,11,96,1,17,174
MI,DC,8,68,6,13,106
KKR,PBKS,12,90,4,15,115
GT,RCB,11,83,6,20,155
PBKS,RCB,14,106,4,17,131
RCB,CSK,14,87,9,18,108
DC,SRH,5,36,3,18,213
PBKS,GT,5,44,4,14,125
GT,MI,13,90,7,18,123
GT,LSG,13,89,6,17,124
LSG,RCB,9,54,7,15,104
LSG,RCB,11,107,4,15,153
KKR,RCB,11,104,8,12,108
RR,MI,15,146,3,16,155
LSG,PBKS,15,90,5,19,126
SRH,LSG,7,43,5,12,77
SRH,KKR,5,48,3,6,56
MI,SRH,6,58,0,20,298
KKR,DC,15,126,0,18,164
DC,PBKS,13,108,4,18,158
MI,SRH,5,45,3,20,259
GT,CSK,13,111,0,17,170
MI,LSG,14,136,8,15,141
LSG,KKR,12,110,8,15,128
CSK,RR,9,84,5,13,125
GT,KKR,8,56,0,17,192
RCB,KKR,7,61,1,8,76
SRH,RCB,10,79,5,14,117
RR,CSK,5,42,0,10,97
DC,CSK,11,66,3,16,117
RR,MI,5,33,1,17,191
PBKS,DC,15,120,5,18,143
DC,CSK,10,70,7,14,97
MI,LSG,14,105,4,20,168
LSG,PBKS,13,125,2,19,179
DC,GT,14,134,8,19,170
SRH,RR,10,65,2,12,85
CSK,GT,6,59,0,20,204
PBKS,LSG,15,95,6,20,136
LSG,DC,6,56,3,17,199
KKR,RCB,5,47,3,20,173
RR,DC,12,90,1,19,184
CSK,MI,9,71,3,12,103
RCB,CSK,9,56,1,12,84
PBKS,RCB,13,105,2,18,155
DC,RCB,9,73,3,11,94
RR,CSK,9,72,5,16,138
PBKS,RCB,13,92,2,18,147
RCB,MI,13,129,8,18,162
PBKS,SRH,10,86,8,18,142
SRH,GT,5,49,3,6,62
GT,CSK,9,62,0,18,216
SRH,PBKS,11,78,1,14,122
GT,RR,14,132,6,18,168
SRH,RR,11,108,0,18,222
KKR,RR,9,54,4,14,118
GT,DC,8,78,1,17,227
RCB,GT,8,55,5,11,85
LSG,DC,11,71,7,19,135
LSG,PBKS,11,105,5,18,159
MI,SRH,9,85,4,20,226
GT,MI,11,70,4,14,108
RR,GT,6,43,1,16,153
CSK,KKR,12,89,7,18,139
RR,MI,7,45,4,14,94
CSK,RR,8,51,5,12,89
GT,MI,11,98,7,15,130
PBKS,SRH,11,107,0,20,241
KKR,PBKS,7,69,1,15,172
LSG,PBKS,7,62,1,12,130
KKR,RR,9,88,3,12,112
PBKS,DC,9,55,3,13,96
SRH,LSG,7,52,4,12,91
RCB,MI,7,64,2,18,169
